02.07.2015                     Dynamic List Display                            1


	KTOPL	KSTAR	KTEXT	LTEXT
	CASK	849800	Alloc. ABC Logistics	Allocation ABC Logistics
	CASK	849900	Alloc. ABC Maint.	Allocation ABC Maintenance
	CASK	849910	Alloc. ABC Develop.	Allocation ABC Development
	CASK	850000	Allocation contract	Allocation contract
	CASK	851000	Alloc. contract mat.	Allocation contract material
	CASK	852000	Allocation: Orders	Allocation: Orders
	CASK	852500	Alloc.: Int. Calc.	Allocation: Interest Calculation
	CASK	853000	Alloc.: Order qual.	Allocation: Order quality
	CASK	855100	Adm bonus direct mat	Administration bonus direct material
	CASK	855110	Adm bonus other mat	Administration bonus other material
	CASK	855200	Adm personnel costs	Administration personnel costs
	CASK	855300	Adm administrative	Administration administrative
	CASK	855400	Administration sales	Administration sales
	CASK	856000	Order/Project Analy.	Order/Project Results Analysis
	CASK	871110	Expense direct sales	Expense direct sales
	CASK	871111	WIP direct	WIP direct
	CASK	871112	Stock WIP costs	Stock WIP costs
	CASK	871115	Valuated revenues	Valuated revenues
	CASK	871120	Expense sales/admin	Expenses for sales/administration costs
	CASK	871121	Screen WIP overhead	Screen WIP overhead
	CASK	871130	Cost of sales prod.	Cost of sales production costs
	CASK	871131	Screen WIP prod.	Screen WIP production costs
	CASK	871140	Cost of sales sales	Cost of sales sales
	CASK	871141	Screen WIP sales	Screen WIP sales
	CASK	872111	WIP Direct costs	WIP Direct costs
	CASK	872112	Break up stock dir.
	CASK	872121	WIP Overhead	WIP Overhead
	CASK	872122	Break up stock ovhd	Break up stock overhead
	CASK	872131	WIP Production costs	WIP Production costs
	CASK	872132	Break up stock prod.	Break up stock production costs
	CASK	872141	WIP S&A	WIP S&A
	CASK	872142	Break up stock sales	Break up stock sales
	CASK	872200	No description
	CASK	872300	No description
	CASK	873110	Cost of sales direct	Cost of sales direct costs
	CASK	873111	Stock inv. direct	Stock inventory direct costs
	CASK	873112	Break up stock dir.	Break up stock dir.
	CASK	873121	Stock inv. overhead	Stock inventory overhead
	CASK	873122	Break up stock ovhd	Break up stock overhead
	CASK	873131	Stock inv. prod.	Stock inventory production costs
	CASK	873132	MC no description	Material costs no description
	CASK	873141	MC no description	Material costs no description
	CASK	873142	MC no description	Material costs no description
	CASK	873211	MC no description	Material costs no description
	CASK	873212	MC no description	Material costs no description
	CASK	873221	MC no description	Material costs no description
	CASK	873300	MC no description	Material costs no description
	CASK	874101	MC no description	Material costs no description
	CASK	874103	MC no description	Material costs no description
	CASK	874201	MC no description	Material costs no description
	CASK	874202	MC no description	Material costs no description
	CASK	874203	MC no description	Material costs no description
	CASK	875100	MC no description	Material costs no description
	CASK	875200	MC no description	Material costs no description
	CASK	875300	MC no description	Material costs no description
	CASK	875400	MC no description	Material costs no description
	CASK	875500	Income	Income
	CASK	890000	Settl. PA admin.	Settlement PA administration
	CASK	891000	Settl. PA shipping	Settlement PA shipment distribution
	CASK	892000	Settl. PA market	Settlement PA marketing
	CASK	893000	Settl. PA sales adm	Settlement PA sales administration
	CASK	894000	Settl. PA products	Settlement PA products
	CASK	898000	Internal sales rev.	Internal sales revenue
	CASK	898100	Balance Sheet Change	Inventory change internal shipments
	CASK	898200	Shipment from PCtr	Shipment from other profit centers
	CATR	600000000	Domestic Sales	Domestic Sales
	CATR	601000000	Foreign Sales	Foreign Sales
	CATR	602010000	Int. on Arrears Recd	Interest on Arrears Received
	CATR	602020000	Premiums/Disc. Recd	Premiums and Discounts Received
	CATR	602030000	Receivables premium	Receivables premium
	CATR	602040000	Subsids/price supp.	Subsidies and price support fund
	CATR	602050000	Gain-exch.rate diffs	Gains from exchange rate differences
	CATR	610010000	Sales returns - dom.	Sales returns - domestic
	CATR	610020000	Sales returns - fgn	Sales returns - foreign
	CATR	611000000	Sales discounts	Sales discounts
	CATR	611900000	Sales disc. - custs	Sales cash discount - customers
	CATR	612000000	Other discounts	Other discounts
	CATR	612900000	Unauthorized discs	Unauthorized discounts - customers
	CATR	620000000	Cst-sls of fin.prods	Cost of Finished Products Sold
	CATR	621000000	Cost-trdg gds sold	Cost of trading goods sold
	CATR	621900000	Cost-trdg gds sold	Cost of trading goods sold
	CATR	622000000	Cost-servs rendered	Cost of Services Rendered
	CATR	623000000	Cost of other sales	Costs of other sales
	CATR	630000000	Res.and dev.costs	Research and development costs
	CATR	631000000	Marketing, S&D costs	Marketing, Sales, and Distribution Costs
	CATR	632000000	Gen.admin.costs	General administration costs
	CATR	640000000	Div. inc.-shhldings	Dividend income from shareholdings
	CATR	641000000	Div. income-affils	Dividends Paid to Affiliated Companies
	CATR	642100000	Deposit interest	Deposit interest
	CATR	642200000	Other interest rev.	Other interest revenue
	CATR	642300000	Treasury bill int.	Treasury bill interest
	CATR	642400000	State bonds interest	State bonds interest
	CATR	642500000	Repaid b/ex.interest	Bill of exchange interest repaid
	CATR	643000000	Provision revenue	Provision revenue
	CATR	644000000	Res.immat. assets	Provision for immaterial assets
	CATR	645000000	Gain-sale security	Gain on sale of security
	CATR	646000000	Foreign exch. gain	Foreign exchange gain
	CATR	647000000	Disc.interest rev.	Discounting interest revenue
	CATR	649000000	Other revenue/prof.	Other revenue and profits
	CATR	649900000	B/exch.tax revenue	B/exch.tax revenue
	CATR	649910000	Rev.b/ex.payment	Revenue from payment of bills of exch.
	CATR	649920000	Collection exp.rev.	Collection expense gains
	CATR	649930000	Cash discount rev.	Cash discount rev.
	CATR	649940000	Fgn ex.rte diffs	Foreign Exchange Gains
	CATR	649950000	Reval. ex.rte diffs	Revenue from reval. of exch. rate diffs.
	CATR	653000000	Provisions expenses	Provisions expenses
	CATR	654000000	Provision expenses	Provision expenses
	CATR	655000000	Sale of securities	Loss from sale of securities
	CATR	656000000	Loss-for.exchanges	Loss from foreign exchanges
	CATR	657000000	Disc.interest costs	Discounting interest costs
	CATR	659000000	Other ord. losses	Other Ordinary Expenses and Losses
	CATR	659000010	Fin. goods int.cons.	Finished products - internal consumption
	CATR	659940000	Fgn.ex.rte diffs	Exchange Rate Losses
	CATR	659950000	Reval. ex.rte diffs	Costs of reval. of exch. rate diffs
	CATR	660000000	Costs-shtterm debts	Costs of short-term debts
	CATR	661000000	Costs-lgterm debts	Costs of longterm debts
	CATR	671000000	Rev./profits pr.per.	Revenue and profits of previous period
	CATR	679000000	Fixed asset sales	Revenue from sale of fixed assets
	CATR	679000100	Fixed asset sales	Revenue from sale of fixed assets
	CATR	679000110	Fixed asset sales	Profit on sale of fixed assets
	CATR	679000200	Insurance Refunds	Insurance Claim Refunds
	CATR	679000300	Oth.extra.rev./prof.	Other Extraordinary Revenues and Gains
	CATR	679000990	Gain-increased depr.	Gain from increased depreciation
	CATR	679900000	Gains - invent. difs	Gains from inventory differences
	CATR	679910000	QC consumption rev.	Revenue from Consumption, Quality Contro
	CATR	680000000	Exp./losses - wages	Wage Expense from Nonproduction Areas
	CATR	680000010	Exp./loss.prod.ovhds	Production Overhead, Nonproduction Areas
	CATR	681000000	Exp./losses pr.per.	Expenses and losses of previous period
	CATR	689000000	Oth. extra. losses	Other Extraordinary Expenses and Losses
	CATR	689000110	Fixed asset sales	Loss from sales of fixed assets
	CATR	689000120	Fixed asset scrap	Loss - fixed asset scrap
	CATR	689900000	Costs - invent.diffs	Costs of inventory differences
	CATR	689910000	QC consumption	Quality control consumption
	CATR	689920000	Scrap costs-raw mats	Scrap costs - raw materials
	CATR	710000000	Dir.costs 1 raw mats	Direct costs 1 - raw materials
	CATR	710000100	Dir.cons.raw mats	Direct consumption raw materials
	CATR	710000200	Dir.cons.supplies	Direct consumption supplies
	CATR	710000300	Factory supplies	Factory supplies
	CATR	710000400	Dir.cons.packaging	Direct consumption of packaging material
	CATR	710010000	Dir.costs 2 raw mats	Direct costs 2 raw materials
	CATR	710020000	Operating supplies	Cost of operating supplies
	CATR	710030000	Packaging materials	Cost of packaging materials
	CATR	710040000	Cost of spare parts	Cost of spare parts
	CATR	710080000	Consum.acct semifin.	Consumption Acct Semifinished Products
	CATR	710090000	Consum.acct fin.prds	Consumption account finished products
	CATR	710900000	Consum.acct consign.	Consumption account consignment material
	CATR	710901000	Consum.acct consign.	Consumption account consignment material
	CATR	710902000	Invent.tfr loss	Inventory transfer loss
	CATR	710903000	Invent.tfr gain	Inventory transfer gain
	CATR	710904000	Exp.mat.small diff.	Expense: Material small differences
	CATR	710905000	Rev.mat. small diffs	Revenue: Material small differences
	CATR	711000000	Raw mats clrg acct	Raw Materials Clearing Account
	CATR	712000000	Direct raw materials	Raw Materials Price Differences
	CATR	712900000	Raw mats price diffs	Raw and other materials price diffs
	CATR	712901000	Consign.mat.pr.diffs	Consignment material price differences
	CATR	712902000	Inven.tfr price difs	Inventory transfer price differences
	CATR	712902100	Inven.tfr price difs	Transf. Semifin. Prods. Price Diffs
	CATR	712902200	Inven.tfr price difs	Transf. Finished Prods. Price Diffs.
	CATR	712910000	Price differences	Semi- and Finished Products Price Diffs
	CATR	712920000	Raw mats val.extern.	Valuation of Materials Purch. Externally
	CATR	712930000	Raw mats valuation	Valuation of Materials Produced In-House
	CATR	712990000	Small price difs act	Account for small price differences
	CATR	713000000	Quantity differences	Material Quantity Differences
	CATR	720000111	Dir.wages-normal pay	Direct wages costs - normal costs
	CATR	720000112	Dir.wages-Sunday pay	Direct wages costs - Sunday pay
	CATR	720000113	Dir.wages-bk hol.pay	Direct wages costs - gen. bank hol. pay
	CATR	720000114	Dir.wages - hol.pay	Direct wages costs - holiday pay
	CATR	720000115	Dir.wages-overtime	Direct wages costs - overtime
	CATR	720000116	Dir.wgs-prems/bonus	Direct Labor Expense - Premiums, Bonuses
	CATR	720000121	Fuel payments	Social support - fuel payments
	CATR	720000122	Clothing	Social support - clothing help
	CATR	720000123	Family help	Social support - family help
	CATR	720000124	Childcare help	Social support - childcare
	CATR	720000131	Dir.wages-severance	Direct wages - severance
	CATR	720000132	Dir.wages-severance	Direct wages - severance
	CATR	720000133	Dir.wages-severance	Direct wages - severance pay
	CATR	720000141	Dir.wages-soc.ins.	Direct Labor Exp. - Employer's Soc. Ins.
	CATR	720000142	Dir.wages-savings	Dir. Labor Expense - Cap. Form Savings
	CATR	720000143	Dir.wages-accomodn	Direct wages costs - accommodation
	CATR	721000000	Dir.wages-clrg acct	Direct wages - clearing account
	CATR	722000000	Dir.wages-diff.acct	Direct wages - difference account
	CATR	723000000	Dir. wages-time di	Direct Wages - Time Difference Costs
	CATR	730000010	Prod.-indir.raw mats	Production Overhead - Indirect Materials
	CATR	730000020	Prod. - supplies	Production overheads - supplies
	CATR	730000030	Prod. - indir.suppls	Production Overhead - Indirect Materials
	CATR	730000040	Prod. - packaging	Production Overhead - Packaging
	CATR	730000111	Prod. - normal pay	Production Overhead - Normal Pay
	CATR	730000112	Prod. - Sunday pay	Production overheads - Sunday pay
	CATR	730000113	Prod.- bank hol. pay	Prod. Overhead - Public Holiday Pay
	CATR	730000114	Prod.-indir.hol.pay	Production Overhead - Vacation Pay
	CATR	730000121	Prod.-fuel payments	Production overheads - fuel payments
	CATR	730000131	Prod. - severance	Production Overhead - Severance Pay
	CATR	730000141	Prod. - soc.ins.	Prod. Overhead - Employer's Soc. Ins.
	CATR	730000201	Prod. - exec. remun.	Prod. Overhead - Board Fees and Pensions
	CATR	730000211	Prod. - normal pay	Production Overhead - Normal Pay
	CATR	730000212	Prod. - Sunday pay	Production Overhead - Sunday Pay
	CATR	730000221	Prod.-fuel payments	Production Overhead - Fuel Payments
	CATR	730000231	Prod. - severance	Production Overhead - Serverance Pay
	CATR	730000241	Prod. - soc.ins.	Prod. Overhead - Employer's Soc. Ins.
	CATR	730000311	Prod. - power	Production overheads - power
	CATR	730000321	Prod.-maintenance	Production Overhead - Maintenance Costs
	CATR	730000331	Prod. - postage	Production overheads - postage
	CATR	730000332	Prod. - telephone	Production overheads - telephone costs
	CATR	730000341	Prod. - transport.	Production overheads - transportation
	CATR	730000350	Prod. - consultancy	Production overheads - consultancy costs
	CATR	730000361	Prod. - ext.process.	Production overheads - ext. processing
	CATR	730000411	Prod. - stationery	Production Overhead - Office Supplied
	CATR	730000412	Prod. - data proces.	Production Overhead - IT Expense
	CATR	730000422	Prod. - dom.trips	Production Overhead - Domestic Trips
	CATR	730000423	Prod. -foreign trips	Production Overhead - Trips Abroad
	CATR	730000430	Prod. - insurance	Production Overhead - Insurance
	CATR	730000441	Prod. - prop.rent.	Production Overhead - Property Rental
	CATR	730000442	Prod. - mach.rental	Production Overhead - Machinery Rental
	CATR	730000452	Prod. - notarial	Production overheads - notarial costs
	CATR	730000461	Prod. - entertainmt	Production overheads - entertainment
	CATR	730000475	Prod. - advertising	Production Overhead - Advertising
	CATR	730000483	Prod.-sundry stock	Prodn overheads - sundry stock costs
	CATR	730000484	Prod.-not tax-deduc.	Prod. Overhead - Nondeductible Expenses
	CATR	730000500	Prod.-taxes,chgs,fee	Prodn overheads - taxes, charges, fees
	CATR	730000611	Prod.-op.bldgs deprn	Prod Overhead - Land Improvements Depr.
	CATR	730000612	Prod.- eng.deprecn	Prod. OH: Struct.& civil eng. deprecn
	CATR	730000613	Prod.-bldgs deprn	Prod. Overhead - Depn on Buildings
	CATR	730000614	Prod.-dep.assets/mch	Prod. Overhead - Depn on Machinery
	CATR	730000615	Prod.-vehicle depr.	Prodn overheads - vehicle depreciation
	CATR	730000616	Prod.-fix.&fit.dep.	Prod. Ov. - Depn on Fixtures & Fittings
	CATR	730000617	Prod.-dep.oth.tang.	Prod. O - Depn on Other Tangible Assets
	CATR	730000621	Prod.repaymt claims	Production overheads - repayment claims
	CATR	730000701	Prod.-sht tm intere.	Prod. Ov. - Interest on Short-Term Loans
	CATR	730000702	Prod.-lgtm cred.int.	Prod. Ov. - Interest on Long-Term Loans
	CATR	730000703	Prod.-b/ex.discount.	PO - Bill of Exch. Discounting Expense
	CATR	730000704	Prod.- Bank Commiss.	Production Overhead - Bank Commission
	CATR	730000705	Prod. - Guarantees	PO - Charges for Letters of Guarantee
	CATR	730000706	Prod.-int.on arrears	Prod. Overhead - Interest on Arrears
	CATR	730000707	Prod.-ex.rate diffs	Prod. Overhead - Foreign Exchange Losses
	CATR	730000708	Prod.-fin.interest	Prod. OH - Interest on Change of Loan
	CATR	730000712	Prod.-other financ.	Prod. OH - Other Financial Expenses
	CATR	731000000	Prod.-clearing acct	Production overheads - clearing account
	CATR	732000000	Prod.-budget diff.	Prod. OH - Budget Differences
	CATR	733000000	Prod.-productiv.dif.	Production - productivity difference
	CATR	734000000	Prod. - capacity	Production - capacity diffs account
	CATR	740000001	Service mat.costs	Service material costs
	CATR	740000111	Service - normal pay	Service - Normal Pay
	CATR	741000000	Service - clrg acct	Service Costs Clearing Account
	CATR	742000000	Service - diff.acct	Service Costs Difference Account
	CATR	750000001	R&D - indir raw mats	R&D - Indirect Materials
	CATR	750000111	R&D - indir. nor.pay	R&D - Indirect Normal Pay
	CATR	750000112	R&D - ind.Sunday pay	R&D - Indirect Sunday Pay
	CATR	750000113	R&D - bank holiday	R&D - General Public Holiday Pay
	CATR	750000121	R&D - fuel payments	R&D - Fuel Payments
	CATR	750000131	R&D - severance pay	Research and development - severance pay
	CATR	750000141	R&D - soc.ins.contr.	R&D - Employer's Soc. Ins. Contributions
	CATR	750000201	R&D - exec.salaries	R&D - Board Fees and Pensions
	CATR	750000211	R&D - ind.employ.pay	R&D - Indirect Normal Pay, Sal. Empl.
	CATR	750000212	R&D - Sunday pay	R&D - Sunday Pay, Salaried Employees
	CATR	750000221	R&D - fuel payments	R&D - Fuel Payments, Salaried Employees
	CATR	750000231	R&D - empl.severance	R&D - Severance Pay, Salaried Employees
	CATR	750000241	R&D - soc.ins.emplyr	R&D - Employer's SI Contr., Sal. Empl.
	CATR	750000311	R&D - power	Research and develpment - power costs
	CATR	750000321	R&D - Maintenance	R&D Plant Maintenance
	CATR	750000331	R&D - post/carriage	R&D - Post and Carriage
	CATR	750000332	R&D telephone	R&D - Telephone Expense
	CATR	750000341	R&D - transportation	R&D - Transportation Expense
	CATR	750000350	R&D - consultancy	R&D - Consultancy Expense
	CATR	750000361	R&D - external proc.	R&D - External Processing Expense
	CATR	750000411	R&D - stationery	R&D - Office Supplies Expense
	CATR	750000412	R&D - data process.	R&D - IT Expense
	CATR	750000422	R&D - domestic trips	R&D - Domestic Trip Costs
	CATR	750000423	R&D - foreign trips	R&D Foreign Travel Expenses
	CATR	750000430	R&D - insurance	R&D - Insurance Expense
	CATR	750000441	R&D - RE rent costs	Research and development - RE rent costs
	CATR	750000442	R&D - mach.& asset	R&D - Machinery Rental
	CATR	750000452	R&D - notarial costs	R&D - notarial costs
	CATR	750000461	R&D - entertainment	R&D - Entertainment Expenses
	CATR	750000475	R&D - advertising	R&D - Advertising Expense
	CATR	750000483	R&D - sundry stock	Research and development - sundry stock
	CATR	750000484	R&D - not tax-deduc.	R&D - Nondeductible Expenses
	CATR	750000500	R&D - taxes, charges	R&D - Taxes, Charges, and Fees
	CATR	750000611	R&D - Depn, L Impr.	R&D - Depreciation on Land Improvements
	CATR	750000612	R&D - eng. deprecn	R&D - Depr. on Str. & Civil Engineering
	CATR	750000613	R&D - bldgs deprecn	R&D - Depreciation on Buildings
	CATR	750000614	R&D - assets, machs	R&D - Depreciation on Machinery
	CATR	750000615	R&D - vehicle deprn	R&D - Depreciation on Vehicles
	CATR	750000616	R&D - fixt.& fitt.	R&D - Depn on Fixtures and Fittings
	CATR	750000617	R&D - oth.tang.asset	R&D - Depn on Other Tangible Assets
	CATR	750000621	R&D - claims, rpyts	R&D - Claims, Repayments
	CATR	750000701	R&D-sht.bk cred.int.	R&D - Interest on Short-Term Loans
	CATR	750000702	R&D-lgterm cred.int.	R&D - Interest on Long-Term Loans
	CATR	750000703	R&D - b/ex.discount.	R&D - Bill of Exch. Discounting Expense
	CATR	750000704	R&D - Bank Commiss.	R&D - Bank Commission
	CATR	750000705	R&D - Guarantees	R&D - Charges for Letters of Guarantee
	CATR	750000706	R&D - arrears int.	R&D - Interest on Arrears Expense
	CATR	750000707	R&D - exch.rate dif.	R&D - Exchange Rate Losses
	CATR	750000708	R&D - finance int.	R&D - Interest on Change of Loan
	CATR	750000712	R&D - other costs	R&D - Other Financial Expenses
	CATR	751000000	R&D - clrg account	R&D - Expense Clearing Account
	CATR	752000000	R&D - cost differs	R&D - Cost Differences Account
	CATR	760000010	S&D raw materials	S&D - Materials
	CATR	760000020	S&D operating supps	S&D - Operating Supplies
	CATR	760000030	S&D operating supps	S&D - Operating Supplies
	CATR	760000040	S&D packaging	S&D - Packaging
	CATR	760000090	S&D other materials	S&D - Other Materials
	CATR	760000111	S&D normal pay	S&D - Normal Pay
	CATR	760000112	S&D Sunday pay	S&D - Sunday Pay
	CATR	760000113	S&D bank holiday pay	S&D - Public Holiday Pay
	CATR	760000114	S&D holiday pay	S&D - Holiday Pay
	CATR	760000121	S&D Fuel Payments	S&D - Fuel Payments
	CATR	760000131	S&D Severance Pay	S&D - Severance Pay
	CATR	760000141	S&D soc.ins.employer	S&D - Employer's Soc. Ins. Contributions
	CATR	760000201	S&D exec.remuneratn	S&D - Board Fees and Pensions
	CATR	760000211	S&D normal pay	S&D - Normal Pay, Salaried Employees
	CATR	760000212	S&D Sunday Pay	S&D - Sunday Pay, Salaried Employees
	CATR	760000221	S&D Fuel Payments	S&D - Fuel Payments, Salaried Employees
	CATR	760000231	S&D Severance Pay	S&D - Severance Pay, Salaried Employees
	CATR	760000241	S&D soc.ins.employer	S&D - Employer's SI Contr., Sal. Empl.
	CATR	760000311	S&D power	Sales and distribution costs - power
	CATR	760000321	S&D Maintenance	S&D - Plant Maintenance
	CATR	760000331	S&D Postage	S&D - Postage Costs
	CATR	760000332	S&D Telephone	S&D - Telephone Costs
	CATR	760000341	S&D transport costs	S&D - Transportation Costs
	CATR	760000350	S&D consultancy	S&D - Consulting Costs
	CATR	760000361	S&D ext.processing	S&D - External Processing
	CATR	760000411	S&D stationery	S&D - Office Supplies Expense
	CATR	760000412	S&D data processing	S&D - IT Expense
	CATR	760000422	S&D domestic trips	S&D - Domestic Trips
	CATR	760000423	S&D foreign trips	S&D - Foreign Trips
	CATR	760000430	S&D insurance	S&D - Insurance Expense
	CATR	760000441	S&D RE rent	S&D - Rental Expense
	CATR	760000442	S&D machine rental	S&D - Machinery Rental Expense
	CATR	760000452	S&D notarial costs	S&D - Notary Costs
	CATR	760000461	S&D entertainment	S&D - Entertainment Expense
	CATR	760000475	S&D advertising	S&D - Advertising Expense
	CATR	760000483	S&D sundry stock	S&D - Sundry Stock Expense
	CATR	760000484	S&D not tax-deduct.	S&D - Nondeductible Expenses
	CATR	760000500	S&D taxes, chgs, fee	S&D - Taxes, Charges, Fees
	CATR	760000611	S&D bldg deprecn	S&D - Depreciation on Land Improvements
	CATR	760000612	S&D str.& civil eng.	S&D - Depr. on Str. & Civil Engineering
	CATR	760000613	S&D bldgs depreciatn	S&D - Depreciation on Buildings
	CATR	760000614	S&D assets deprecn	S&D - Depreciation on Machinery
	CATR	760000615	S&D vehicle deprecn	S&D - Depreciation on Vehicles
	CATR	760000616	S&D fixt.&fitt.depr.	S&D - Depr. on Fixtures and Fittings
	CATR	760000617	S&D oth.FA deprecn	S&D - Depreciation on Other Fixed Assets
	CATR	760000621	S&D repayment claims	S&D - Claims, Repayments
	CATR	760000701	S&D sht term intere.	S&D - Interest on Short-Term Loans
	CATR	760000702	S&D long term inter.	S/D - Interest on Long-Term Loans
	CATR	760000703	S&D bill of ex.disc.	S&D - Bill of Exch. Discounting Expense
	CATR	760000704	S&D Bank Commission	S&D - Bank Commission
	CATR	760000705	S&D Guarantees	S&D - Charges for Letters of Guarantee
	CATR	760000706	S&D arrears interest	S&D - Interest on Arrears
	CATR	760000707	S&D ex.rate diffs	S&D - Exchange Rate Losses
	CATR	760000708	S&D Financing Int.	S&D - Interest Payments from Financing
	CATR	760000712	S&D Financing Costs	S&D - Other Financing Costs
	CATR	761000000	S&D Clearing Account	S&D - Clearing Account
	CATR	762000000	S&D Difference Acct	S&D - Difference Account
	CATR	770000010	Admin-raw materials	Administration overheads - raw materials
	CATR	770000020	Admin-supplies	Administration overheads - supplies
	CATR	770000030	Admin.-oper.supplies	Admin. Overheads - Operating Supplies
	CATR	770000040	Admin.-packaging	Admin. Overhead - Packaging Materials
	CATR	770000111	Admin. - Normal Pay	Admin. Overhead - Normal Pay
	CATR	770000112	Admin. - Sunday Pay	Admin. Overhad - Sunday Pay
	CATR	770000113	Admin.- PH Pay	Admin. Overhead - Public Holiday Pay
	CATR	770000114	Admin.- Vacation Pay	Admin. Overhead - Vacation Pay
	CATR	770000121	Admin.-Fuel Payments	Admin. Overhead - Fuel Payments
	CATR	770000131	Admin. - Severance	Adminstrative Overhead - Severance Pay
	CATR	770000141	Admin.-soc.ins.contr	Admin. - Employer's Social Ins. Contrib.
	CATR	770000201	Admin.-exec.remun.	Admin. - Board Fees and Pensions
	CATR	770000211	Admin. - normal pay	Admin. - Salaried Employees' Normal Pay
	CATR	770000212	Admin. - Sunday Pay	Admin. - Salaried Employees' Sunday Pay
	CATR	770000221	Admin. - fuel pymts	Admin. - Salaried Employees' Fuel Payts
	CATR	770000231	Admin. - Severance	Admin. Overhead - Employee Severance Pay
	CATR	770000241	Admin. - social ins.	Admin. - Soc. Ins. Contribs, Salaried Es
	CATR	770000311	Admin.-power	Administration overheads - power
	CATR	770000321	Admin.-maintenance	Admin. - Maint. of Bldgs, Public Works
	CATR	770000331	Admin. - Postage	Admin. - Postage Costs
	CATR	770000332	Admin. - Telephone	Admin. - Telephone Costs
	CATR	770000341	Admin. - Transport'n	Admin. - Transportation Costs
	CATR	770000350	Admin.-consultancy	Admin. - Consulting Costs
	CATR	770000361	Admin.-extern.proce.	Admin. Overhead - External Processing
	CATR	770000411	Admin.-stationery	Administration overheads - stationery
	CATR	770000412	Admin.- IT Equipment	Administrative Overhead - IT Equipment
	CATR	770000422	Admin.-dom.trips	Admin. - Domestic Travel Expenses
	CATR	770000423	Admin.-foreign trips	Admin. - Foreign Travel Expenses
	CATR	770000430	Admin.-insurance	Admin. - Insurance
	CATR	770000441	Admin.-RE rent	Admin. Overhead - Real Estate Rental
	CATR	770000442	Admin.-mach.rental	Admin. Overhead - Machinery Rental
	CATR	770000452	Admin.-notarial cost	Admin. - Legal Costs
	CATR	770000461	Admin.-entertainment	Admin. Overhead - Entertainment Expenses
	CATR	770000475	Admin.-advertising	Admin. Overhead - Advertising Costs
	CATR	770000483	Admin.-sundry stock	Admin Overhead - Sundry Stock Costs
	CATR	770000484	Admin.-non tax-dedu.	Admin. Overheads - Non-Tax-Deductible
	CATR	770000500	Admin.-taxes, chrges	Admin. Overhead - Taxes, Charges, Fees
	CATR	770000611	Adm. Land Imp. Depr.	Admin. - Depr. on Land Improvements
	CATR	770000612	Admin. - Depr. Bldgs	Admin. - Depr. on Bldgs, Public Works
	CATR	770000613	Admin.-bldg deprecn	Admin. Overhead - Depr. on Buildings
	CATR	770000614	Admin.-assets deprn	Admin. - Depr. on Plant and Machinery
	CATR	770000615	Admin.-vehicle depn	Admin. - Depreciation on Vehicles
	CATR	770000616	Admin.-fixt.& fitts	Admin. - Depr. on Fixtures and Fittings
	CATR	770000617	Admin.-other deprn	Admin. - Depr. on Other Tangible Assets
	CATR	770000621	Admin. - repyt clms	Admin. Overhead - Claims, Repayments
	CATR	770000701	Admin.-sht term int.	Admin. - Interest on Short-Term Loans
	CATR	770000702	Admin.-lgtm cred.int	Admin. - Interest on Long-Term Loans
	CATR	770000703	Admin.-b/exch.costs	Admin. - Bill of Exch. Discounting Exp.
	CATR	770000704	Admin.-Bank Commiss.	Admin. Overhead - Bank Commission
	CATR	770000705	Admin. - Guarantees	Adm. - Charges for Letters of Guarantee
	CATR	770000706	Adm. - Int. Arrears	Admin. Overhead - Interest on Arrears
	CATR	770000707	Adm. -Ex. Rate Diffs	Admin. Overhead - Exch. Rate Differences
	CATR	770000708	Admin.-fin.interest	Admin. Overhead - Interest on Loans
	CATR	770000712	Admin.-other costs	Admin. Overhead - Other Costs
	CATR	771000000	Admin. - clrg acct	Admin. Overhead - Clearing Account
	CATR	772000000	Admin. diff. account	Admin. Overhead - Difference Account
	CATR	780000001	Fin. - sht term int.	Financing Costs - Short-Term Loans
	CATR	780000002	Fin. - lgterm inter.	Financing Costs - Long-Term Loans
	CATR	780000003	Fin. - b/ex. disctg	Financing Costs - Discounting
	CATR	780000004	Fin. - Bank Commiss.	Fin. Costs - Bank Commission
	CATR	780000005	Fin. - Guarantees	FC - Charges for Letters of Guarantee
	CATR	780000006	Fin.-int. on arrears	Financing Costs - Interest on Arrears
	CATR	780000007	Fin. - ex.rate diffs	Financing Costs - Exch. Rate Differences
	CATR	780000008	Fin. - bond interest	Financing Costs - Bond Interest
	CATR	780000009	Fin. - leasing	Financing costs - leasing costs
	CATR	780000010	Fin. - factoring	Financing costs - factoring costs
	CATR	780000011	Letters of credit	Financing Costs - Letters of Credit
	CATR	780000012	Financing costs-oth.	Financing Costs - Other
	CATR	780900000	Due date differences	Due Date Diffs - Bill of Exch. Payments
	CATR	780901000	Bank costs	Bank costs
	CATR	781000000	Financing-clrg acct	Financial Costs - Clearing Account
	CATR	782000000	Financing diff.acct	Financing costs differences account
	CATR	800000500	Cost Element Total	Cost Element Total
	CATR	800000900	Activity Adjustment	Internal Activity Adjustment
	CATW	41110000	Sales	Sales
	CATW	41710000	Sales Returns	Sales Returns
	CATW	41910000	Sales Disc./Allow.	Sales Discounts and Allowance
	CATW	46110000	Service Income	Service Income
	CATW	46190000	Disc./All. on Serv.	Discount and Allowance on Service Income
	CATW	51110000	Cost of Sales	Cost of Sales (Cost of Goods Sold)
	CATW	52110000	Raw materials consum	Raw materials consumed 1
